,time_stamp,AmbientConditions.AmbientHumidity.U.Actual,Stage1.Output.Measurement7.U.Setpoint,Stage2.Output.Measurement4.U.Actual
513,2019-03-06 11:31:41,16.54,2.97,32.53
514,2019-03-06 11:31:58,16.54,2.97,32.57
515,2019-03-06 11:31:59,16.54,2.97,32.33
516,2019-03-06 11:32:03,16.54,2.97,32.41
517,2019-03-06 11:32:05,16.54,2.97,32.64
518,2019-03-06 11:32:14,16.54,2.97,32.64
519,2019-03-06 11:32:17,16.54,2.97,32.69
520,2019-03-06 11:32:18,16.54,2.97,32.66
521,2019-03-06 11:32:22,16.54,2.97,32.6
522,2019-03-06 11:32:31,16.54,2.97,32.9
523,2019-03-06 11:32:32,16.54,2.97,32.9
524,2019-03-06 11:32:33,16.54,2.97,0.0
525,2019-03-06 11:32:38,16.54,2.97,0.0
526,2019-03-06 11:32:40,16.54,2.97,0.0
527,2019-03-06 11:32:43,16.54,2.97,0.0
528,2019-03-06 11:32:48,16.54,2.97,0.0
529,2019-03-06 11:32:57,16.54,2.97,0.0
530,2019-03-06 11:33:01,16.54,2.97,0.0
531,2019-03-06 11:33:06,16.54,2.97,30.66
532,2019-03-06 11:33:08,16.54,2.97,0.0
533,2019-03-06 11:33:21,16.54,2.97,30.02
534,2019-03-06 11:33:33,16.64,2.97,30.41
535,2019-03-06 11:33:54,16.64,2.97,31.17
536,2019-03-06 11:33:58,16.64,2.97,31.11
537,2019-03-06 11:34:04,16.64,2.97,31.11
538,2019-03-06 11:34:13,16.64,2.97,31.11
539,2019-03-06 11:34:18,16.64,2.97,31.16
540,2019-03-06 11:34:26,16.64,2.97,31.14
541,2019-03-06 11:34:27,16.64,2.97,31.13
542,2019-03-06 11:34:29,16.64,2.97,31.13
543,2019-03-06 11:34:35,16.64,2.97,31.07
544,2019-03-06 11:34:41,16.64,2.97,31.14
545,2019-03-06 11:34:42,16.64,2.97,31.08
546,2019-03-06 11:34:44,16.64,2.97,31.05
547,2019-03-06 11:34:47,16.64,2.97,31.08
548,2019-03-06 11:34:51,16.64,2.97,31.28
549,2019-03-06 11:35:00,16.64,2.97,31.13
550,2019-03-06 11:35:02,16.64,2.97,31.12
551,2019-03-06 11:35:10,16.64,2.97,31.02
552,2019-03-06 11:35:19,16.64,2.97,33.55
553,2019-03-06 11:35:27,16.64,2.97,0.0
554,2019-03-06 11:35:32,16.64,2.97,0.0
555,2019-03-06 11:35:37,16.64,2.97,32.91
556,2019-03-06 11:35:38,16.64,2.97,33.23
557,2019-03-06 11:35:44,16.64,2.97,32.35
558,2019-03-06 11:35:46,16.64,2.97,31.37
559,2019-03-06 11:36:00,16.64,2.97,32.17
560,2019-03-06 11:36:03,16.64,2.97,32.16
561,2019-03-06 11:36:05,16.64,2.97,31.73
562,2019-03-06 11:36:15,16.64,2.97,31.34
563,2019-03-06 11:36:16,16.64,2.97,31.34
564,2019-03-06 11:36:18,16.64,2.97,29.98
565,2019-03-06 11:36:24,16.64,2.97,29.94
566,2019-03-06 11:36:36,16.64,2.97,30.21
567,2019-03-06 11:36:37,16.64,2.97,30.06
568,2019-03-06 11:36:39,16.64,2.97,29.94
569,2019-03-06 11:36:40,16.64,2.97,29.97
570,2019-03-06 11:36:41,16.64,2.97,30.08
571,2019-03-06 11:36:43,16.64,2.97,29.94
572,2019-03-06 11:36:46,16.64,2.97,30.01
573,2019-03-06 11:36:48,16.64,2.97,29.96
574,2019-03-06 11:36:57,16.64,2.97,30.0
575,2019-03-06 11:36:58,16.64,2.97,30.03
576,2019-03-06 11:37:02,16.64,2.97,29.93
577,2019-03-06 11:37:04,16.64,2.97,30.0
578,2019-03-06 11:37:05,16.64,2.97,29.96
579,2019-03-06 11:37:08,16.64,2.97,29.97
580,2019-03-06 11:37:15,16.64,2.97,29.96
581,2019-03-06 11:37:19,16.64,2.97,29.99
582,2019-03-06 11:37:27,16.64,2.97,30.08
583,2019-03-06 11:37:35,16.64,2.97,29.96
584,2019-03-06 11:37:36,16.64,2.97,29.96
585,2019-03-06 11:37:39,16.64,2.97,29.95
586,2019-03-06 11:37:42,16.64,2.97,30.36
587,2019-03-06 11:37:51,16.64,2.97,29.97
588,2019-03-06 11:37:53,16.64,2.97,30.23
589,2019-03-06 11:37:56,16.64,2.97,30.21
590,2019-03-06 11:37:57,16.64,2.97,29.93
591,2019-03-06 11:38:03,16.64,2.97,29.95
592,2019-03-06 11:38:07,16.64,2.97,29.93
593,2019-03-06 11:38:11,16.64,2.97,30.07
594,2019-03-06 11:38:12,16.64,2.97,29.93
595,2019-03-06 11:38:15,16.64,2.97,30.02
596,2019-03-06 11:38:16,16.64,2.97,30.18
597,2019-03-06 11:38:27,16.83,2.97,30.08
598,2019-03-06 11:38:30,16.83,2.97,30.03
599,2019-03-06 11:38:31,16.83,2.97,30.03
600,2019-03-06 11:38:34,16.83,2.97,30.07
601,2019-03-06 11:38:41,16.83,2.97,29.98
602,2019-03-06 11:38:42,16.83,2.97,30.01
603,2019-03-06 11:38:44,16.83,2.97,29.95
604,2019-03-06 11:38:46,16.83,2.97,29.97
605,2019-03-06 11:38:47,16.83,2.97,29.96
606,2019-03-06 11:38:48,16.83,2.97,29.98
607,2019-03-06 11:38:50,16.83,2.97,29.96
608,2019-03-06 11:38:53,16.83,2.97,29.97
609,2019-03-06 11:38:54,16.83,2.97,30.0
610,2019-03-06 11:38:58,16.83,2.97,29.93
611,2019-03-06 11:39:04,16.83,2.97,29.96
612,2019-03-06 11:39:09,16.83,2.97,30.02
613,2019-03-06 11:39:17,16.83,2.97,29.93
614,2019-03-06 11:39:18,16.83,2.97,29.93
615,2019-03-06 11:39:21,16.83,2.97,29.95
616,2019-03-06 11:39:23,16.83,2.97,29.95
617,2019-03-06 11:39:28,16.83,2.97,29.97
618,2019-03-06 11:39:37,16.83,2.97,29.95
619,2019-03-06 11:39:39,16.83,2.97,29.93
620,2019-03-06 11:39:40,16.83,2.97,30.02
621,2019-03-06 11:39:41,16.83,2.97,29.96
622,2019-03-06 11:39:48,16.83,2.97,29.95
623,2019-03-06 11:39:50,16.83,2.97,29.95
624,2019-03-06 11:39:52,16.83,2.97,29.95
625,2019-03-06 11:39:55,16.83,2.97,29.93
626,2019-03-06 11:40:02,16.83,2.97,29.96
627,2019-03-06 11:40:05,16.83,2.97,29.93
628,2019-03-06 11:40:08,16.83,2.97,29.95
629,2019-03-06 11:40:11,16.83,2.97,29.93
630,2019-03-06 11:40:13,16.83,2.97,30.01
631,2019-03-06 11:40:27,16.83,2.97,29.97
632,2019-03-06 11:40:29,16.83,2.97,29.93
633,2019-03-06 11:40:30,16.83,2.97,29.98
634,2019-03-06 11:40:31,16.83,2.97,29.96
635,2019-03-06 11:40:36,16.83,2.97,29.97
636,2019-03-06 11:40:37,16.83,2.97,29.95
637,2019-03-06 11:40:38,16.83,2.97,29.93
638,2019-03-06 11:40:41,16.83,2.97,31.36
639,2019-03-06 11:40:46,16.83,2.97,0.0
640,2019-03-06 11:40:47,16.83,2.97,0.0
641,2019-03-06 11:40:48,16.83,2.97,0.0
642,2019-03-06 11:40:54,16.83,2.97,33.7
643,2019-03-06 11:40:56,16.83,2.97,0.0
644,2019-03-06 11:41:01,16.83,2.97,33.48
645,2019-03-06 11:41:07,16.83,2.97,0.0
646,2019-03-06 11:41:09,16.83,2.97,0.0
647,2019-03-06 11:41:13,16.83,2.97,0.0
648,2019-03-06 11:41:24,16.83,2.97,0.0
649,2019-03-06 11:41:33,16.83,2.97,0.0
650,2019-03-06 11:41:35,16.83,2.97,0.0
651,2019-03-06 11:41:37,16.83,2.97,0.0
652,2019-03-06 11:41:41,16.83,2.97,0.0
653,2019-03-06 11:41:42,16.83,2.97,0.0
654,2019-03-06 11:41:47,16.83,2.97,0.0
655,2019-03-06 11:41:48,16.83,2.97,0.0
656,2019-03-06 11:41:50,16.83,2.97,0.0
657,2019-03-06 11:41:54,16.83,2.97,0.0
658,2019-03-06 11:41:56,16.83,2.97,0.0
659,2019-03-06 11:41:57,16.83,2.97,0.0
660,2019-03-06 11:42:00,16.83,2.97,0.0
661,2019-03-06 11:42:14,16.83,2.97,0.0
662,2019-03-06 11:42:16,16.83,2.97,0.0
663,2019-03-06 11:42:18,16.83,2.97,0.0
664,2019-03-06 11:42:22,16.83,2.97,0.0
665,2019-03-06 11:42:26,16.83,2.97,0.0
666,2019-03-06 11:42:29,16.83,2.97,0.0
667,2019-03-06 11:42:32,16.83,2.97,0.0
668,2019-03-06 11:42:35,16.83,2.97,0.0
669,2019-03-06 11:42:40,16.83,2.97,0.0
670,2019-03-06 11:42:48,16.83,2.97,0.0
671,2019-03-06 11:42:52,16.83,2.97,0.0
672,2019-03-06 11:42:54,16.83,2.97,0.0
673,2019-03-06 11:42:56,16.83,2.97,0.0
674,2019-03-06 11:42:57,16.83,2.97,0.0
675,2019-03-06 11:43:00,16.83,2.97,0.0
676,2019-03-06 11:43:02,16.83,2.97,0.0
677,2019-03-06 11:43:04,16.83,2.97,0.0
678,2019-03-06 11:43:18,16.83,2.97,0.0
679,2019-03-06 11:43:22,16.83,2.97,0.0
680,2019-03-06 11:43:23,16.73,2.97,0.0
681,2019-03-06 11:43:27,16.73,2.97,0.0
682,2019-03-06 11:43:45,16.73,2.97,0.0
683,2019-03-06 11:43:47,16.73,2.97,0.0
684,2019-03-06 11:43:51,16.73,2.97,0.0
685,2019-03-06 11:44:01,16.73,2.97,0.0
686,2019-03-06 11:44:09,16.73,2.97,0.0
687,2019-03-06 11:44:15,16.73,2.97,0.0
688,2019-03-06 11:44:17,16.73,2.97,0.0
689,2019-03-06 11:44:19,16.73,2.97,0.0
690,2019-03-06 11:44:21,16.73,2.97,0.0
691,2019-03-06 11:44:23,16.73,2.97,0.0
692,2019-03-06 11:44:25,16.73,2.97,0.0
693,2019-03-06 11:44:27,16.73,2.97,0.0
694,2019-03-06 11:44:31,16.73,2.97,0.0
695,2019-03-06 11:44:33,16.73,2.97,0.0
696,2019-03-06 11:44:41,16.73,2.97,0.0
697,2019-03-06 11:44:42,16.73,2.97,0.0
698,2019-03-06 11:44:55,16.73,2.97,0.0
699,2019-03-06 11:44:57,16.73,2.97,0.0
700,2019-03-06 11:45:07,16.73,2.97,0.0
701,2019-03-06 11:45:09,16.73,2.97,0.0
702,2019-03-06 11:45:12,16.73,2.97,0.0
703,2019-03-06 11:45:19,16.73,2.97,0.0
704,2019-03-06 11:45:20,16.73,2.97,0.0
705,2019-03-06 11:45:30,16.73,2.97,0.0
706,2019-03-06 11:45:36,16.73,2.97,0.0
707,2019-03-06 11:45:47,16.73,2.97,0.0
708,2019-03-06 11:45:58,16.73,2.97,0.0
709,2019-03-06 11:46:05,16.73,2.97,0.0
710,2019-03-06 11:46:06,16.73,2.97,0.0
711,2019-03-06 11:46:16,16.73,2.97,0.0
712,2019-03-06 11:46:19,16.73,2.97,0.0
713,2019-03-06 11:46:27,16.73,2.97,0.0
714,2019-03-06 11:46:34,16.73,2.97,0.0
715,2019-03-06 11:46:42,16.73,2.97,0.0
716,2019-03-06 11:46:53,16.73,2.97,0.0
717,2019-03-06 11:46:55,16.73,2.97,0.0
718,2019-03-06 11:46:57,16.73,2.97,0.0
719,2019-03-06 11:46:58,16.73,2.97,0.0
720,2019-03-06 11:47:03,16.73,2.97,0.0
721,2019-03-06 11:47:09,16.73,2.97,0.0
722,2019-03-06 11:47:12,16.73,2.97,0.0
723,2019-03-06 11:47:21,16.73,2.97,0.0
724,2019-03-06 11:47:35,16.73,2.97,0.0
725,2019-03-06 11:47:40,16.73,2.97,0.0
726,2019-03-06 11:47:43,16.73,2.97,0.0
727,2019-03-06 11:47:44,16.73,2.97,0.0
728,2019-03-06 11:47:55,16.73,2.97,0.0
729,2019-03-06 11:48:12,16.73,2.97,0.0
730,2019-03-06 11:48:13,16.73,2.97,0.0
731,2019-03-06 11:48:15,16.73,2.97,0.0
732,2019-03-06 11:48:21,16.73,2.97,0.0
733,2019-03-06 11:48:34,16.54,2.97,0.0
734,2019-03-06 11:48:35,16.54,2.97,0.0
735,2019-03-06 11:48:36,16.54,2.97,0.0
736,2019-03-06 11:48:49,16.54,2.97,0.0
737,2019-03-06 11:48:54,16.54,2.97,0.0
738,2019-03-06 11:48:56,16.54,2.97,0.0
739,2019-03-06 11:49:00,16.54,2.97,0.0
740,2019-03-06 11:49:04,16.54,2.97,0.0
741,2019-03-06 11:49:05,16.54,2.97,0.0
742,2019-03-06 11:49:07,16.54,2.97,0.0
743,2019-03-06 11:49:09,16.54,2.97,0.0
744,2019-03-06 11:49:14,16.54,2.97,0.0
745,2019-03-06 11:49:17,16.54,2.97,0.0
746,2019-03-06 11:49:20,16.54,2.97,0.0
747,2019-03-06 11:49:23,16.54,2.97,0.0
748,2019-03-06 11:49:26,16.54,2.97,0.0
749,2019-03-06 11:49:31,16.54,2.97,0.0
750,2019-03-06 11:49:32,16.54,2.97,0.0
751,2019-03-06 11:49:37,16.54,2.97,0.0
752,2019-03-06 11:49:50,16.54,2.97,0.0
753,2019-03-06 11:49:51,16.54,2.97,0.0
754,2019-03-06 11:50:01,16.54,2.97,0.0
755,2019-03-06 11:50:05,16.54,2.97,0.0
756,2019-03-06 11:50:11,16.54,2.97,0.0
757,2019-03-06 11:50:14,16.54,2.97,0.0
758,2019-03-06 11:50:17,16.54,2.97,0.0
759,2019-03-06 11:50:21,16.54,2.97,0.0
760,2019-03-06 11:50:33,16.54,2.97,0.0
761,2019-03-06 11:50:44,16.54,2.97,0.0
762,2019-03-06 11:50:49,16.54,2.97,0.0
763,2019-03-06 11:50:53,16.54,2.97,0.0
764,2019-03-06 11:50:55,16.54,2.97,0.0
765,2019-03-06 11:50:57,16.54,2.97,0.0
766,2019-03-06 11:51:00,16.54,2.97,0.0
767,2019-03-06 11:51:08,16.54,2.97,0.0
768,2019-03-06 11:51:23,16.54,2.97,0.0
769,2019-03-06 11:51:26,16.54,2.97,0.0
770,2019-03-06 11:51:30,16.54,2.97,0.0
771,2019-03-06 11:51:31,16.54,2.97,0.0
772,2019-03-06 11:51:33,16.54,2.97,0.0
773,2019-03-06 11:51:43,16.54,2.97,0.0
774,2019-03-06 11:51:47,16.54,2.97,0.0
775,2019-03-06 11:51:59,16.54,2.97,0.0
776,2019-03-06 11:52:00,16.54,2.97,0.0
777,2019-03-06 11:52:04,16.54,2.97,0.0
778,2019-03-06 11:52:05,16.54,2.97,0.0
779,2019-03-06 11:52:06,16.54,2.97,0.0
780,2019-03-06 11:52:07,16.54,2.97,0.0
781,2019-03-06 11:52:15,16.54,2.97,0.0
782,2019-03-06 11:52:25,16.54,2.97,0.0
783,2019-03-06 11:52:29,16.54,2.97,0.0
784,2019-03-06 11:52:36,16.54,2.97,0.0
785,2019-03-06 11:52:37,16.54,2.97,0.0
786,2019-03-06 11:52:38,16.54,2.97,0.0
787,2019-03-06 11:52:46,16.54,2.97,0.0
788,2019-03-06 11:52:57,16.54,2.97,0.0
789,2019-03-06 11:52:58,16.54,2.97,0.0
790,2019-03-06 11:53:04,16.54,2.97,0.0
791,2019-03-06 11:53:05,16.54,2.97,0.0
792,2019-03-06 11:53:10,16.54,2.97,0.0
793,2019-03-06 11:53:12,16.54,2.97,0.0
794,2019-03-06 11:53:17,16.54,2.97,0.0
795,2019-03-06 11:53:18,16.54,2.97,0.0
796,2019-03-06 11:53:34,16.54,2.97,0.0
797,2019-03-06 11:53:38,16.54,2.97,0.0
798,2019-03-06 11:53:40,16.54,2.97,0.0
799,2019-03-06 11:53:42,16.54,2.97,0.0
800,2019-03-06 11:53:45,16.54,2.97,0.0
801,2019-03-06 11:53:48,16.54,2.97,0.0
802,2019-03-06 11:54:00,16.54,2.97,0.0
803,2019-03-06 11:54:05,16.54,2.97,0.0
804,2019-03-06 11:54:12,16.54,2.97,0.0
805,2019-03-06 11:54:16,16.54,2.97,0.0
806,2019-03-06 11:54:17,16.54,2.97,0.0
807,2019-03-06 11:54:22,16.54,2.97,0.0
808,2019-03-06 11:54:30,16.54,0.0,0.0
809,2019-03-06 11:54:33,16.54,0.0,0.0
810,2019-03-06 11:54:35,16.54,0.0,0.0
811,2019-03-06 11:54:37,16.54,0.0,0.0
812,2019-03-06 11:54:42,16.54,0.0,0.0
813,2019-03-06 11:55:04,16.54,2.97,0.0
814,2019-03-06 11:55:06,16.54,2.97,0.0
815,2019-03-06 11:55:07,16.54,2.97,0.0
816,2019-03-06 11:55:12,16.54,2.97,0.0
817,2019-03-06 11:55:13,16.54,2.97,0.0
818,2019-03-06 11:55:20,16.54,2.97,0.0
819,2019-03-06 11:55:23,16.54,2.97,0.0
820,2019-03-06 11:55:29,16.54,2.97,0.0
821,2019-03-06 11:55:31,16.54,2.97,0.0
822,2019-03-06 11:55:32,16.54,2.97,0.0
823,2019-03-06 11:55:34,16.54,2.97,0.0
824,2019-03-06 11:55:35,16.54,2.97,0.0
825,2019-03-06 11:55:44,16.54,2.97,0.0
826,2019-03-06 11:55:56,16.54,2.97,0.0
827,2019-03-06 11:55:58,16.54,2.97,0.0
828,2019-03-06 11:56:04,16.54,2.97,0.0
829,2019-03-06 11:56:06,16.54,2.97,0.0
830,2019-03-06 11:56:09,16.54,2.97,0.0
831,2019-03-06 11:56:13,16.54,2.97,0.0
832,2019-03-06 11:56:17,16.54,2.97,0.0
833,2019-03-06 11:56:18,16.54,2.97,0.0
834,2019-03-06 11:56:19,16.54,2.97,0.0
835,2019-03-06 11:56:20,16.54,2.97,0.0
836,2019-03-06 11:56:22,16.54,2.97,0.0
837,2019-03-06 11:56:23,16.54,2.97,0.0
838,2019-03-06 11:56:30,16.54,2.97,0.0
839,2019-03-06 11:56:31,16.54,2.97,0.0
840,2019-03-06 11:56:33,16.54,2.97,0.0
841,2019-03-06 11:56:38,16.54,2.97,0.0
842,2019-03-06 11:56:40,16.54,2.97,0.0
843,2019-03-06 11:56:41,16.54,2.97,0.0
844,2019-03-06 11:56:52,16.54,2.97,0.0
845,2019-03-06 11:56:58,16.54,2.97,0.0
846,2019-03-06 11:57:02,16.54,2.97,0.0
847,2019-03-06 11:57:04,16.54,2.97,0.0
848,2019-03-06 11:57:08,16.54,2.97,0.0
849,2019-03-06 11:57:14,16.54,2.97,0.0
850,2019-03-06 11:57:23,16.54,2.97,0.0
851,2019-03-06 11:57:25,16.54,2.97,0.0
852,2019-03-06 11:57:29,16.54,2.97,0.0
853,2019-03-06 11:57:35,16.54,2.97,0.0
854,2019-03-06 11:57:36,16.54,2.97,0.0
855,2019-03-06 11:57:40,16.54,2.97,0.0
856,2019-03-06 11:57:45,16.54,2.97,0.0
857,2019-03-06 11:58:02,16.54,2.97,0.0
858,2019-03-06 11:58:10,16.54,2.97,0.0
859,2019-03-06 11:58:21,16.54,2.97,0.0
860,2019-03-06 11:58:26,16.64,2.97,0.0
861,2019-03-06 11:58:28,16.64,2.97,0.0
862,2019-03-06 11:58:33,16.64,2.97,0.0
863,2019-03-06 11:58:41,16.64,2.97,0.0
864,2019-03-06 11:58:44,16.64,2.97,0.0
865,2019-03-06 11:58:47,16.64,2.97,0.0
866,2019-03-06 11:58:48,16.64,2.97,0.0
867,2019-03-06 11:58:51,16.64,2.97,0.0
868,2019-03-06 11:58:53,16.64,2.97,0.0
869,2019-03-06 11:58:55,16.64,2.97,0.0
870,2019-03-06 11:59:03,16.64,2.97,0.0
871,2019-03-06 11:59:04,16.64,2.97,0.0
872,2019-03-06 11:59:08,16.64,2.97,0.0
873,2019-03-06 11:59:16,16.64,2.97,34.06
874,2019-03-06 11:59:17,16.64,2.97,0.0
875,2019-03-06 11:59:22,16.64,2.97,0.0
876,2019-03-06 11:59:23,16.64,2.97,0.0
877,2019-03-06 11:59:37,16.64,2.97,0.0
878,2019-03-06 11:59:44,16.64,2.97,0.0
879,2019-03-06 11:59:46,16.64,2.97,0.0
880,2019-03-06 11:59:52,16.64,2.97,0.0
881,2019-03-06 12:00:02,16.64,2.97,0.0
882,2019-03-06 12:00:08,16.64,2.97,0.0
883,2019-03-06 12:00:11,16.64,2.97,0.0
884,2019-03-06 12:00:20,16.64,2.97,0.0
885,2019-03-06 12:00:26,16.64,2.97,0.0
886,2019-03-06 12:00:27,16.64,2.97,0.0
887,2019-03-06 12:00:40,16.64,2.97,0.0
888,2019-03-06 12:00:47,16.64,2.97,0.0
889,2019-03-06 12:00:48,16.64,2.97,0.0
890,2019-03-06 12:00:52,16.64,2.97,33.98
891,2019-03-06 12:00:56,16.64,2.97,0.0
892,2019-03-06 12:00:59,16.64,2.97,0.0
893,2019-03-06 12:01:04,16.64,2.97,0.0
894,2019-03-06 12:01:06,16.64,2.97,0.0
895,2019-03-06 12:01:07,16.64,2.97,0.0
896,2019-03-06 12:01:11,16.64,2.97,0.0
897,2019-03-06 12:01:14,16.64,2.97,0.0
898,2019-03-06 12:01:18,16.64,2.97,0.0
899,2019-03-06 12:01:21,16.64,2.97,0.0
900,2019-03-06 12:01:22,16.64,2.97,0.0
901,2019-03-06 12:01:23,16.64,2.97,0.0
902,2019-03-06 12:01:26,16.64,2.97,0.0
903,2019-03-06 12:01:30,16.64,2.97,0.0
904,2019-03-06 12:01:35,16.64,2.97,0.0
905,2019-03-06 12:01:39,16.64,2.97,0.0
906,2019-03-06 12:01:40,16.64,2.97,0.0
907,2019-03-06 12:01:46,16.64,2.97,0.0
908,2019-03-06 12:01:56,16.64,2.97,0.0
909,2019-03-06 12:01:58,16.64,2.97,0.0
910,2019-03-06 12:02:00,16.64,2.97,0.0
911,2019-03-06 12:02:06,16.64,2.97,0.0
912,2019-03-06 12:02:09,16.64,2.97,0.0
913,2019-03-06 12:02:16,16.64,2.97,-1.44549e-62
914,2019-03-06 12:02:18,16.64,2.97,0.0
915,2019-03-06 12:02:21,16.64,2.97,0.0
916,2019-03-06 12:02:27,16.64,2.97,0.0
917,2019-03-06 12:02:29,16.64,2.97,0.0
918,2019-03-06 12:02:32,16.64,2.97,0.0
919,2019-03-06 12:02:34,16.64,2.97,0.0
920,2019-03-06 12:02:38,16.64,2.97,0.0
921,2019-03-06 12:02:40,16.64,2.97,0.0
922,2019-03-06 12:02:41,16.64,2.97,0.0
923,2019-03-06 12:02:44,16.64,2.97,0.0
924,2019-03-06 12:02:51,16.64,0.0,0.0
925,2019-03-06 12:02:53,16.64,0.0,0.0
926,2019-03-06 12:03:04,16.64,0.0,0.0
927,2019-03-06 12:03:07,16.64,0.0,0.0
928,2019-03-06 12:03:09,16.64,0.0,0.0
929,2019-03-06 12:03:11,16.64,2.97,0.0
930,2019-03-06 12:03:12,16.64,2.97,0.0
931,2019-03-06 12:03:14,16.64,2.97,0.0
932,2019-03-06 12:03:32,16.63,2.97,0.0
933,2019-03-06 12:03:36,16.63,2.97,0.0
934,2019-03-06 12:03:39,16.63,2.97,0.0
935,2019-03-06 12:03:44,16.63,2.97,0.0
936,2019-03-06 12:03:47,16.63,2.97,0.0
937,2019-03-06 12:03:50,16.63,2.97,0.0
938,2019-03-06 12:03:52,16.63,2.97,0.0
939,2019-03-06 12:03:57,16.63,2.97,0.0
940,2019-03-06 12:03:58,16.63,2.97,0.0
941,2019-03-06 12:03:59,16.63,2.97,0.0
942,2019-03-06 12:04:09,16.63,2.97,0.0
943,2019-03-06 12:04:13,16.63,2.97,0.0
944,2019-03-06 12:04:15,16.63,2.97,0.0
945,2019-03-06 12:04:16,16.63,2.97,0.0
946,2019-03-06 12:04:17,16.63,2.97,0.0
947,2019-03-06 12:04:20,16.63,2.97,0.0
948,2019-03-06 12:04:28,16.63,2.97,0.0
949,2019-03-06 12:04:32,16.63,2.97,0.0
950,2019-03-06 12:04:36,16.63,2.97,0.0
951,2019-03-06 12:04:37,16.63,2.97,0.0
952,2019-03-06 12:04:46,16.63,2.97,0.0
953,2019-03-06 12:04:54,16.63,2.97,0.0
954,2019-03-06 12:05:02,16.63,2.97,0.0
955,2019-03-06 12:05:04,16.63,2.97,0.0
956,2019-03-06 12:05:09,16.63,2.97,0.0
957,2019-03-06 12:05:16,16.63,2.97,0.0
958,2019-03-06 12:05:22,16.63,2.97,0.0
959,2019-03-06 12:05:23,16.63,2.97,0.0
960,2019-03-06 12:05:25,16.63,2.97,0.0
961,2019-03-06 12:05:27,16.63,2.97,0.0
962,2019-03-06 12:05:31,16.63,2.97,0.0
963,2019-03-06 12:05:32,16.63,2.97,0.0
964,2019-03-06 12:05:37,16.63,2.97,0.0
965,2019-03-06 12:05:38,16.63,2.97,0.0
966,2019-03-06 12:05:43,16.63,2.97,0.0
967,2019-03-06 12:05:59,16.63,2.97,0.0
968,2019-03-06 12:06:01,16.63,2.97,0.0
969,2019-03-06 12:06:02,16.63,2.97,0.0
970,2019-03-06 12:06:06,16.63,2.97,0.0
971,2019-03-06 12:06:10,16.63,2.97,0.0
972,2019-03-06 12:06:12,16.63,2.97,0.0
973,2019-03-06 12:06:20,16.63,2.97,0.0
974,2019-03-06 12:06:25,16.63,2.97,0.0
975,2019-03-06 12:06:27,16.63,2.97,0.0
976,2019-03-06 12:06:31,16.63,2.97,0.0
977,2019-03-06 12:06:32,16.63,2.97,0.0
978,2019-03-06 12:06:39,16.63,2.97,0.0
979,2019-03-06 12:06:42,16.63,2.97,0.0
980,2019-03-06 12:06:43,16.63,2.97,0.0
981,2019-03-06 12:06:44,16.63,2.97,0.0
982,2019-03-06 12:07:00,16.63,2.97,0.0
983,2019-03-06 12:07:12,16.63,2.97,0.0
984,2019-03-06 12:07:13,16.63,2.97,0.0
985,2019-03-06 12:07:15,16.63,2.97,0.0
986,2019-03-06 12:07:17,16.63,2.97,0.0
987,2019-03-06 12:07:20,16.63,2.97,0.0
988,2019-03-06 12:07:22,16.63,2.97,0.0
989,2019-03-06 12:07:27,16.63,2.97,0.0
990,2019-03-06 12:07:33,16.63,2.97,0.0
991,2019-03-06 12:07:39,16.63,2.97,0.0
992,2019-03-06 12:07:44,16.63,2.97,0.0
993,2019-03-06 12:08:08,16.63,2.97,0.0
994,2019-03-06 12:08:11,16.63,2.97,0.0
995,2019-03-06 12:08:12,16.63,2.97,0.0
996,2019-03-06 12:08:16,16.63,2.97,0.0
997,2019-03-06 12:08:18,16.63,2.97,0.0
998,2019-03-06 12:08:32,16.63,2.97,0.0
999,2019-03-06 12:08:39,16.63,2.97,0.0
1000,2019-03-06 12:08:50,16.63,2.97,0.0
1001,2019-03-06 12:08:58,16.63,2.97,0.0
1002,2019-03-06 12:09:05,16.63,2.97,0.0
1003,2019-03-06 12:09:13,16.63,2.97,0.0
1004,2019-03-06 12:09:16,16.63,2.97,0.0
1005,2019-03-06 12:09:36,16.63,2.97,0.0
1006,2019-03-06 12:09:41,16.63,2.97,0.0
1007,2019-03-06 12:09:45,16.63,2.97,0.0
1008,2019-03-06 12:09:47,16.63,2.97,0.0
1009,2019-03-06 12:09:50,16.63,2.97,0.0
1010,2019-03-06 12:09:52,16.63,2.97,0.0
1011,2019-03-06 12:09:59,16.63,2.97,0.0
1012,2019-03-06 12:10:00,16.63,2.97,0.0
1013,2019-03-06 12:10:07,16.63,2.97,0.0
1014,2019-03-06 12:10:16,16.63,2.97,0.0
1015,2019-03-06 12:10:18,16.63,2.97,0.0
1016,2019-03-06 12:10:37,16.63,2.97,0.0
1017,2019-03-06 12:10:38,16.63,2.97,0.0
1018,2019-03-06 12:10:41,16.63,2.97,0.0
1019,2019-03-06 12:10:43,16.63,2.97,0.0
1020,2019-03-06 12:10:48,16.63,2.97,0.0
1021,2019-03-06 12:10:51,16.63,2.97,0.0
1022,2019-03-06 12:10:56,16.63,2.97,0.0
1023,2019-03-06 12:10:57,16.63,2.97,0.0
1024,2019-03-06 12:10:58,16.63,2.97,0.0
1025,2019-03-06 12:10:59,16.63,2.97,0.0
1026,2019-03-06 12:11:02,16.63,2.97,0.0
